assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,teamcolor3b,defmentality,powid,defensivestyle,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,popularity,hastifo,teamstadiumcapacity,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,uefa_cl_wins,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,suittypeid,numtransfersin,playersinboxfk,stanchionflamethrower,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,offensivewidth,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
112165,134,1,255,67000,255,1,1995,255,1,1,29,255,1,1,Chongqing Lifan,255,26,-1,0,184858,4,2,-1,2,0,2,3,0,58680,1,107,2,112978,1,65,65,65,70,2,106,66,59,59,1,0,35,184858,0,1073160,77,184858,1,0,1,24,2,184858,4,112165,0,561160,2,0,2,0,211108,2,0,2,0,184858,0,0,0,0,66,9618688,69,65,2,73,5,8,211108,184858,4,0,1,353,0,-1,37,1073160,70
112168,6,56,32,12000,50,206,1914,32,87,1,39,56,3,38,Cosenza,87,68,-1,2,203721,4,1,-1,4,0,1,2,0,24209,1,694,4,347,1,65,64,65,66,2,16,38,63,65,1,0,57,203721,1,132096,46,203721,0,0,0,67,2,229750,4,112168,0,270336,0,0,2,0,203721,1,0,2,0,229750,0,0,0,0,37,3624000,57,65,4,37,6,1,220528,203721,2,1,1,353,0,-1,57,1052672,65
112172,114,7,221,401178,71,0,2009,255,65,1,51,255,4,31,RB Leipzig,255,59,-1,3,208448,4,8,-1,7,0,2,5,0,42959,1,273,3,22,1,79,78,80,78,2,12,66,77,77,1,0,39,208448,0,106544,69,208448,1,0,0,79,2,208448,8,112172,0,102448,2,0,2,0,204638,2,0,6,0,208448,0,0,0,1,66,50000000,69,78,3,61,1,1,212188,208448,2,0,6,353,0,-1,59,135216,79
112190,77,38,0,0,255,255,2012,0,110,0,50,38,0,255,Adidas,110,45,155,0,158023,4,10,-1,4,0,2,0,0,50000,0,47,4,1318,0,87,88,87,89,2,11,20,87,87,0,0,50,176635,0,0,70,176635,1,0,0,55,2,176635,0,112190,0,0,2,0,2,0,158023,0,1,2,0,158023,0,0,0,0,50,50000000,50,88,4,35,0,1,158023,158023,2,0,10,353,0,-1,50,0,89
112199,152,73,1,4800,255,255,2008,1,150,3,59,87,3,255,Sarpsborg 08 FF,170,48,-1,1,200369,4,5,-1,4,0,2,2,0,5759,0,437,3,1463,1,66,64,64,66,2,11,53,64,65,1,0,35,184229,2,1049856,45,184229,0,0,6,39,2,184229,6,112199,0,1057024,2,0,2,0,184229,1,0,2,0,200369,0,0,0,0,53,900000,35,65,3,39,5,1,200369,200369,2,0,2,353,0,-1,45,1049856,65
112200,152,85,1,2100,255,255,1901,1,207,2,63,85,2,255,Ranheim Fotball,207,44,-1,1,241911,4,2,-1,4,0,2,2,0,3000,0,493,4,298,1,64,63,66,62,2,10,50,62,62,1,0,62,241911,1,73864,36,203347,1,0,0,41,2,241911,5,112200,0,1073288,2,0,2,0,190408,1,0,3,0,203347,0,0,0,0,49,1650000,62,62,6,61,8,1,194714,241911,2,0,1,353,0,-1,76,266376,64
112224,126,173,108,13500,255,255,2009,255,223,1,-37,25,1,255,Melbourne City,37,68,-1,4,189225,4,8,-1,6,0,2,3,0,30050,1,311,4,111397,2,66,67,66,76,2,144,36,66,66,1,0,38,183471,1,164898,52,183471,1,0,1,68,2,178589,2,112224,0,164898,2,0,2,0,189225,0,0,3,0,189225,0,0,0,1,38,2000000,48,67,4,38,1,10,189225,189225,2,0,3,353,0,-1,48,1073186,76
112254,45,153,255,2200,1,1,1912,255,1,2,51,212,2,1,Newport County,88,74,-1,2,204222,4,3,-1,5,0,2,2,0,7850,0,343,4,1961,2,61,59,59,59,2,-2,68,58,60,0,0,37,204222,2,1056832,37,204222,0,0,0,57,2,212366,7,112254,0,282688,2,0,2,0,223381,2,0,2,0,204222,0,0,0,0,72,625000,79,61,6,73,9,0,223381,204222,2,0,1,353,0,-1,67,528448,57
112259,45,91,1,2850,5,251,2002,1,199,2,51,91,3,239,AFC Wimbledon,240,27,-1,0,213969,4,2,-1,2,0,1,2,0,4850,0,285,2,1798,1,64,63,65,64,2,0,69,61,63,0,0,22,206430,1,1101898,58,213969,1,0,0,24,2,213969,3,112259,0,542794,0,0,2,0,204458,3,0,2,0,213969,0,0,0,0,69,700000,68,63,3,48,8,0,206430,213969,2,0,1,353,0,-1,68,542794,64
112260,45,20,235,3500,255,255,1908,215,20,3,53,10,2,255,Fleetwood Town,10,60,-1,4,226679,4,4,-1,5,0,2,1,0,5327,0,163,5,1926,0,65,64,65,65,2,-3,36,63,65,0,0,51,226679,0,99714,50,226679,0,0,0,61,2,226679,7,112260,0,99714,2,0,2,0,163865,0,0,7,0,226679,0,0,0,0,36,950000,51,65,5,31,7,0,186127,226679,2,0,1,353,0,-1,51,1089922,65
112264,6,255,255,0,1,1,1800,255,255,5,49,255,5,1,Youth Squad,255,45,-1,0,1,4,0,-1,4,0,1,0,0,0,0,0,5,1318,0,0,0,0,0,2,-123,50,0,0,0,0,52,1,1,0,70,1,0,0,0,44,2,1,0,112264,0,0,0,0,2,2,1,0,1,2,0,1,0,0,0,0,37,100,49,0,5,49,0,-8,1,1,2,0,0,353,0,-1,51,0,0
112276,137,210,254,7000,27,214,1976,255,4,2,47,255,2,11,US Orléans,1,44,-1,1,49659,4,2,-1,4,0,2,1,0,6833,0,566,3,212,1,64,65,64,64,2,1,73,65,64,0,0,46,49659,0,1052994,48,49659,1,0,0,33,2,49659,3,112276,0,1069378,0,0,2,0,49659,2,0,3,0,49659,0,0,0,0,69,2604000,76,64,5,63,6,1,49659,49659,2,0,1,353,0,-1,68,526658,64
112378,134,111,1,90000,255,255,2009,1,255,3,38,77,2,255,Dalian Yifang,255,44,-1,1,184144,4,2,-1,4,0,2,2,0,61000,1,664,5,112537,1,65,66,67,70,2,121,51,64,60,0,0,53,208418,1,1105985,62,184144,0,0,0,36,2,184144,2,112378,0,1105985,2,0,2,0,224546,1,0,2,0,208418,0,0,0,0,50,22500000,53,64,5,36,1,8,184144,184144,4,0,1,353,0,-1,62,1073217,71
112387,124,152,63,17730,255,255,1937,63,89,3,21,152,3,255,Al Ahli,89,66,-1,4,223627,4,9,-1,5,0,2,5,0,62241,1,232,6,607,1,71,72,72,74,2,39,52,71,71,1,0,62,159171,1,139264,52,159171,1,0,13,62,4,159171,5,112387,0,139264,1,0,2,0,225060,1,1,4,0,223627,3,0,0,0,50,7817157,44,72,6,53,1,3,223627,223627,9,0,6,353,0,-1,52,266240,76
112389,124,1,131,5950,255,255,1954,255,1,1,25,255,1,255,Al Faisaly,255,27,-1,0,235502,4,5,-1,4,0,2,2,0,5200,1,209,3,112990,1,66,66,66,68,2,45,68,66,65,0,0,35,189819,1,1073161,53,189819,0,0,0,29,2,189819,3,112389,0,526345,0,0,2,0,210156,3,0,3,0,189819,0,0,0,0,72,2300000,63,66,3,63,6,3,243829,235502,9,0,2,353,0,-1,53,542729,70
112390,124,1,1,5950,1,1,1958,255,153,1,25,255,1,153,Al Fateh,255,46,-1,1,211212,4,6,-1,4,0,2,2,0,19096,1,7,4,112391,1,63,65,63,65,2,49,52,65,64,0,0,44,242308,2,1098842,62,245241,0,0,0,45,4,242308,8,112390,0,1106010,2,0,2,0,209565,1,0,2,0,211212,1,0,0,0,50,2300865,44,64,4,45,6,3,211212,211212,9,0,4,353,0,-1,62,526426,65
112391,124,255,255,4150,30,245,1967,249,255,1,26,178,2,228,Al Qadsiah,11,28,-1,0,159818,4,2,-1,4,0,2,2,0,11000,1,245,6,112096,1,67,65,66,67,2,50,73,64,66,0,0,20,159818,1,1056769,54,159818,0,0,0,22,2,159818,6,112391,0,528385,2,0,2,0,159818,2,0,2,0,159818,0,0,0,0,71,1983700,80,66,6,67,5,3,232219,159818,9,0,1,353,0,-1,54,526337,67
112392,124,1,255,5050,255,255,1954,1,1,1,26,1,1,255,Al Raed,1,74,-1,2,205138,4,4,-1,4,0,2,3,0,23600,1,83,6,112393,1,66,64,66,66,2,43,66,62,64,1,0,63,210786,1,139397,43,210786,1,0,0,53,2,210786,4,112392,0,266373,0,0,2,0,210786,2,1,3,0,205138,0,0,0,0,66,1764344,61,65,6,73,7,3,168984,205138,9,0,1,353,0,-1,43,528517,66
112393,124,224,221,6100,204,1,1956,255,88,2,26,255,2,1,Al Taawoun,255,45,-1,1,188000,4,5,-1,4,0,2,3,0,23600,1,83,5,112392,1,68,66,68,65,2,43,38,63,63,1,0,43,188000,0,66577,29,188000,1,0,0,39,5,209218,3,112393,0,1066001,0,0,2,0,213090,0,1,2,0,209218,0,0,0,1,40,2051125,55,66,5,35,7,3,209218,188000,9,0,4,353,0,-1,65,528401,66
112408,124,1,255,5230,255,255,1945,204,1,2,21,204,2,255,Al Wehda,204,75,-1,2,217097,4,4,-1,4,0,2,5,0,33195,1,308,4,607,1,72,71,73,74,2,39,69,67,66,0,0,64,217097,1,139521,44,199952,0,0,2,54,5,217097,7,112408,0,282881,2,0,2,0,191256,2,0,2,0,217097,0,0,0,0,67,2266028,80,69,4,67,3,3,190024,217097,9,0,1,353,0,-1,74,545025,74
112409,6,255,255,28000,0,255,1909,255,255,1,44,255,5,0,Carpi,255,29,-1,0,216076,4,5,-1,2,0,1,2,0,4164,1,96,3,189,1,66,65,63,67,2,10,72,65,66,1,0,39,216076,1,577604,45,216076,0,0,0,25,2,216076,7,112409,0,526404,2,0,2,0,216068,3,0,2,0,216076,0,0,0,0,67,4722667,75,67,3,75,7,1,202161,216076,2,0,1,353,0,-1,45,526404,67
112425,150,255,255,2800,255,1,1913,245,1,3,56,245,2,1,Hobro IK,1,25,-1,0,227866,4,1,-1,4,0,2,2,0,10700,2,219,6,1786,2,65,64,65,67,2,9,53,59,62,2,0,34,164637,1,1089608,41,162211,1,0,0,20,2,239170,5,112425,0,548936,2,0,2,0,164637,1,1,2,0,239170,0,0,0,0,49,550000,35,65,6,47,9,1,227866,227866,2,0,1,353,0,-1,61,542792,67
112427,126,33,255,10000,1,1,2012,255,46,2,-33,255,1,1,Western Sydney Wanderers,255,44,-1,1,162223,4,7,-1,4,0,2,5,0,24000,1,472,3,111400,2,68,65,68,65,2,151,51,66,66,1,0,48,200107,1,1082502,42,162223,1,0,0,45,2,162223,3,112427,0,1073286,2,0,2,0,180753,1,0,2,0,162223,0,0,0,1,50,2000000,48,65,5,65,4,10,180753,162223,2,0,6,353,0,-1,72,1073286,65
112428,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,Create Player,0,50,-1,0,1,4,0,-1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,50,0,0,0,0,50,1,1,0,50,1,0,0,0,50,2,1,5,112428,0,0,0,0,2,2,1,0,1,5,0,1,0,0,0,0,50,250000,50,0,0,50,5,0,1,1,2,0,0,353,0,-1,50,0,0
112429,134,153,1,40000,255,255,1986,0,255,3,23,80,3,255,Guangzhou R&F,150,47,-1,1,204399,4,5,-1,4,0,1,3,0,18000,1,199,3,111839,1,67,66,68,67,2,113,40,65,66,1,0,35,204399,2,303368,53,206171,0,0,0,38,2,204399,3,112429,0,1082632,0,0,2,0,186475,0,0,5,0,204399,0,0,0,0,39,10000000,54,67,3,34,3,8,204399,204399,4,0,4,353,0,-1,54,532744,67
112444,139,0,204,13200,1,1,1996,255,0,2,43,255,1,1,Hokkaido Consadole Sapporo,255,75,-1,2,233670,4,3,-1,6,0,1,2,0,41484,1,631,4,112836,1,63,63,59,66,2,141,51,58,62,1,0,62,233670,2,1057024,32,233670,0,0,0,52,2,233670,4,112444,0,286976,0,0,2,0,237745,1,1,3,0,233670,0,0,0,0,50,2852000,68,64,4,65,8,9,233670,233670,4,1,1,353,0,-1,72,526592,66
112448,139,148,241,10700,173,1,2005,254,44,2,32,254,3,102,V-Varen Nagasaki,255,28,-1,0,242128,4,3,-1,2,0,1,4,0,20246,1,661,2,101148,1,63,64,63,64,2,130,68,63,64,1,0,28,215647,0,1065984,34,242219,0,0,0,30,4,242219,6,112448,0,542720,2,0,2,0,242121,3,0,2,0,242128,0,0,0,0,71,3200000,74,63,4,54,6,9,215647,242128,4,0,1,353,0,-1,74,542720,67
112476,119,128,0,3600,255,255,1973,255,1,2,-27,255,3,255,Chapecoense,255,46,-1,1,230275,0,3,-1,4,0,2,2,0,15765,2,102,6,1629,1,71,71,71,69,2,-52,50,71,71,0,1,47,230275,2,1106201,61,230275,0,0,0,47,2,230275,6,112476,0,1106201,2,0,2,0,230330,1,1,2,0,230275,0,0,0,0,49,920000,47,71,5,47,7,-3,230521,230275,7,0,1,353,0,-1,61,543001,69
112505,76,116,0,3000,61,5,1971,206,192,4,51,48,2,104,Miedź Legnica,47,43,-1,1,171994,4,1,-1,4,0,2,1,0,6244,1,682,4,110749,1,64,65,64,64,2,16,51,65,64,1,0,33,171994,1,1056768,37,155795,0,0,1,35,2,155795,8,112505,0,1073152,0,0,2,0,155795,1,0,5,0,171994,0,0,0,0,50,1450000,33,64,4,35,7,2,171994,171994,2,0,1,353,0,-1,67,526336,64
112516,123,244,244,4100,0,30,1933,244,0,3,40,244,2,140,Tondela,0,28,-1,0,204731,0,2,-1,2,0,1,1,0,7500,0,484,3,518,1,68,69,68,69,2,-8,67,69,69,2,0,24,204731,0,1057092,54,204731,1,0,0,25,6,205846,5,112516,0,528708,0,0,2,0,20209,2,0,2,0,204731,0,0,0,0,71,820000,78,69,3,67,9,0,175851,204731,2,0,1,353,0,-1,54,559428,69
112523,74,146,1,4500,63,1,1982,255,63,5,4,255,3,146,La Equidad,255,68,-1,4,196151,4,5,-1,6,0,2,2,0,8000,2,59,3,112527,1,66,65,65,70,2,-74,53,63,64,1,1,69,196151,2,135178,79,196151,0,0,1,69,2,196151,4,112523,0,172042,2,0,2,0,196151,1,0,3,0,196151,0,0,0,0,52,2000000,65,66,4,67,4,-5,232238,196151,7,0,2,353,0,-1,39,266250,70
112526,74,114,251,3600,22,1,1989,251,33,2,6,114,4,116,Envigado,33,28,-1,0,221574,4,3,-1,2,0,2,1,0,12000,2,156,3,112578,1,63,63,63,61,2,-75,52,63,64,1,1,25,241020,1,1073168,59,230975,1,0,0,21,4,230975,10,112526,0,548880,2,0,2,0,213982,1,0,2,0,241020,0,0,0,1,52,1850000,39,63,3,31,3,-5,241020,241020,7,0,1,353,0,-1,69,561168,61
112527,74,1,226,3900,37,1,2003,226,38,2,5,1,3,106,Patriotas Boyacá,38,67,-1,4,190614,4,5,-1,6,0,2,1,0,20630,2,496,3,112523,1,66,66,66,66,2,-73,36,66,66,1,1,51,139058,1,1049608,20,221675,1,0,0,61,4,221675,3,112527,0,132104,0,0,2,0,139058,0,0,6,0,190614,0,0,0,0,36,1600000,41,66,3,31,7,-5,244822,190614,7,0,4,353,0,-1,41,532488,66
112528,74,238,246,4000,61,33,1990,246,29,1,2,238,4,121,Atlético Huila,29,76,-1,2,221246,4,7,-1,7,0,1,2,0,22000,2,339,5,111722,1,64,65,64,64,2,-75,50,63,63,1,1,70,221246,1,1073152,60,221246,1,0,0,60,2,221246,6,112528,0,286720,2,0,2,0,237143,1,0,2,0,221246,0,0,0,0,53,1750000,52,65,5,49,5,-5,221379,221246,7,0,4,353,0,-1,80,544768,64
112531,125,163,1,5000,1,1,1978,128,227,2,-20,255,3,1,Deportes Iquique,255,74,-1,2,202864,4,4,-1,2,0,2,2,0,12000,1,230,3,112533,1,67,66,67,65,2,-70,50,65,65,1,1,33,158790,1,1066001,43,202864,1,0,3,53,5,158790,4,112531,0,286737,2,0,2,0,215085,1,0,5,0,214065,0,0,0,0,51,1550001,37,66,4,35,9,-3,158790,202864,7,0,3,353,0,-1,63,544785,65
112533,125,193,66,8250,255,255,1966,1,255,1,-23,1,2,255,Deportes Antofagasta,1,49,-1,1,219518,4,4,-1,4,0,2,2,0,21170,1,21,7,112531,1,67,66,67,66,2,-70,53,65,65,1,1,50,214719,1,172160,74,219518,1,0,0,37,2,219518,6,112533,0,1089664,2,0,2,0,187591,1,1,2,0,219518,0,0,0,0,52,2346094,50,66,3,57,8,-3,223665,242112,7,0,1,353,0,-1,44,559232,66
112534,125,242,255,14000,160,0,1994,248,0,2,-36,215,1,50,Universidad de Concepción,60,47,-1,1,176901,4,6,-1,4,0,2,1,0,30448,0,118,6,111327,1,71,68,71,67,2,-73,49,67,67,1,0,51,215118,1,151824,33,215118,1,0,2,43,4,176901,5,112534,0,1073424,2,0,2,0,229201,1,0,2,0,215118,0,0,0,0,51,3325000,51,68,6,63,7,-3,215118,176901,7,0,1,353,0,-1,73,559376,67
112535,125,31,254,5000,255,255,1954,254,9,2,-32,31,3,255,Union La Calera,9,29,-1,0,224205,4,3,-1,2,0,2,2,0,10000,0,255,2,112668,1,66,66,66,68,2,-71,68,66,66,0,0,21,214266,0,172056,45,176916,1,0,0,29,5,176916,7,112535,0,542744,0,0,2,0,242146,3,0,2,0,176916,0,0,0,0,68,1550000,65,66,2,65,9,-3,176916,224205,7,0,1,353,0,-1,65,542744,68
112537,134,128,255,17000,1,1,1995,255,1,4,39,255,2,1,Beijing Renhe,255,66,-1,4,224556,4,6,-1,6,0,2,4,0,31043,1,43,5,111768,1,68,65,68,68,2,116,52,61,63,0,0,59,224556,1,115728,49,199088,0,0,1,69,2,199088,5,112537,0,155664,0,0,2,0,176915,1,0,4,0,224556,0,0,0,0,52,3009000,34,66,5,35,8,8,185090,224556,4,0,4,353,0,-1,69,542736,68
112540,134,1,255,100000,255,255,2005,204,1,4,31,1,2,255,Shanghai SIPG,1,47,-1,1,189362,4,5,-1,4,0,2,4,0,56842,1,446,3,110955,1,71,70,72,73,2,121,49,67,67,1,0,31,181573,1,66688,56,189362,1,0,0,32,4,189362,4,112540,0,1056896,2,0,2,0,224604,1,1,2,0,189362,0,0,0,1,49,24000000,31,69,3,32,1,8,189362,189362,4,0,2,353,0,-1,56,1056896,75
112578,74,1,130,4500,29,196,2008,178,19,4,6,144,1,1,Rionegro Águilas Doradas,57,48,-1,1,221378,4,5,-1,2,0,2,2,0,14000,2,404,2,112526,1,68,67,68,67,2,-75,71,67,67,1,1,36,214964,2,1052672,48,214964,1,0,0,33,5,214964,2,112578,0,1069056,1,0,2,0,214386,2,0,2,0,214964,0,0,0,0,73,2000000,66,67,2,63,5,-5,232070,221378,7,0,3,353,0,-1,68,542720,66
112579,74,242,255,3600,1,1,1990,255,1,2,7,242,4,1,Alianza Petrolera,1,29,-1,0,198690,4,7,-1,2,0,2,1,0,10400,2,39,3,112992,1,67,66,66,68,2,-73,73,66,66,1,1,39,198690,1,1053000,60,198690,1,0,0,27,4,198690,2,112579,0,528712,2,0,2,0,198690,2,0,2,0,198690,0,0,0,0,69,1350000,80,66,3,79,6,-5,214094,198690,7,0,2,353,0,-1,60,526664,66
112584,125,196,255,6500,102,21,1909,255,13,2,-33,196,4,57,Everton de Viña del Mar,13,45,-1,1,214685,4,1,-1,4,0,2,2,0,22360,0,593,3,112668,1,65,67,65,69,2,-71,53,66,66,1,1,35,231815,0,299161,52,199940,1,0,1,38,4,199940,4,112584,0,1056921,1,0,2,0,189357,1,1,2,0,214685,4,0,0,0,50,1990625,35,67,3,58,8,-3,199940,214685,7,0,1,353,0,-1,52,1056921,69
112606,66,52,102,248000,255,255,2010,253,141,2,28,228,1,255,Orlando City SC,1,58,-1,4,176062,4,5,-1,7,0,2,5,0,25500,1,360,6,112828,1,68,67,67,72,2,-81,68,67,70,1,0,65,176062,0,69768,55,176062,0,0,0,75,2,176062,4,112606,0,69768,1,0,2,0,176062,2,0,4,0,176062,0,0,0,1,68,5000000,75,69,6,69,5,-5,207858,176062,2,0,5,353,0,-1,55,69768,70
112655,125,1,255,5500,255,255,1973,1,1,1,-34,1,2,255,Curicó Unido,255,28,-1,0,224169,4,2,-1,2,0,1,2,0,8000,0,625,2,112116,1,65,65,65,66,2,-71,71,62,62,1,0,38,224169,2,286784,54,159366,1,0,0,21,5,224169,9,112655,0,526400,2,0,2,0,159366,3,0,2,0,176897,0,0,0,0,73,1753125,64,65,2,64,8,-3,216048,176897,7,0,1,353,0,-1,54,526400,66
112668,125,250,250,5000,1,1,1919,249,0,1,-32,191,4,1,San Luis de Quillota,3,74,-1,2,215239,4,3,-1,4,0,1,2,0,7703,0,392,5,112535,1,66,67,66,68,2,-71,52,66,66,1,0,59,159157,1,66560,49,215239,1,0,0,59,4,159157,6,112668,0,286720,2,0,2,0,159157,1,1,2,0,159157,0,0,0,0,52,1625000,59,67,6,31,8,-3,212943,215239,7,0,1,353,0,-1,69,286720,68
112670,36,27,5,22000,255,252,1913,5,68,3,-31,27,2,251,Talleres de Córdoba,68,47,-1,1,214665,4,6,-1,4,0,2,4,0,57503,2,120,6,111022,1,73,69,73,67,2,-64,37,68,68,1,1,32,214665,1,1066128,24,214665,1,0,0,49,4,214665,5,112670,0,1066128,2,0,2,0,161468,0,0,2,0,214665,0,0,0,0,40,5200000,50,69,6,40,4,-3,240168,214665,7,0,6,353,0,-1,80,1066128,66
112709,125,129,0,5000,255,255,1916,0,49,2,-38,129,2,255,Deportes Temuco,49,44,-1,1,176907,4,1,-1,4,0,2,1,0,18526,0,594,4,111327,1,67,66,67,67,2,-72,36,63,63,1,0,41,176907,0,1049922,42,176907,1,0,0,47,4,239389,5,112709,0,1049922,1,0,2,0,234492,0,0,5,0,239389,0,0,0,0,38,1500000,33,66,4,33,10,-3,214837,176907,7,0,1,353,0,-1,33,543042,67
112791,122,150,0,25000,254,254,1907,20,234,2,44,170,5,254,Spal,254,59,-1,4,202828,4,1,-1,5,0,2,3,0,13135,1,573,5,189,1,74,75,75,75,2,11,36,74,73,1,0,61,176553,1,99464,50,176553,1,0,0,71,2,235374,3,112791,0,115848,0,0,2,0,188599,0,0,6,0,202828,0,0,0,0,36,4500000,41,74,5,31,6,1,188599,202828,2,0,1,353,0,-1,71,1056904,76
112828,66,165,101,275000,255,255,2013,40,215,1,41,59,1,255,New York City FC,75,44,-1,1,183895,4,9,-1,4,0,2,5,0,47309,1,340,4,689,1,72,71,73,72,2,-74,37,70,70,1,0,42,183895,2,1049600,35,213302,1,0,0,67,4,183895,5,112828,0,1049600,0,0,2,0,212607,0,0,4,0,183895,0,0,0,0,36,5000000,41,71,4,31,5,-5,183895,113422,2,0,5,353,0,-1,41,1049600,73
112836,139,180,255,14000,153,1,1994,204,1,6,38,1,3,1,Vegalta Sendai,1,68,-1,4,232609,4,5,-1,5,0,2,3,0,19694,1,555,6,112444,1,63,65,64,66,2,140,40,66,63,1,0,35,232609,0,132160,39,232609,1,0,0,65,4,232609,5,112836,0,148544,0,0,2,0,232465,0,0,4,0,232609,0,0,0,1,40,3300000,45,64,6,35,7,9,232379,232609,4,0,4,353,0,-1,65,148544,66
112885,66,0,128,255000,32,35,2014,163,11,2,33,145,1,31,Atlanta United FC,97,59,-1,4,230977,4,9,-1,5,0,2,6,0,42500,1,601,4,112828,1,71,72,72,72,2,-84,40,70,69,1,0,64,230977,2,83336,48,230977,1,0,0,74,2,230977,5,112885,0,83336,2,0,2,0,164839,0,0,6,0,230977,0,0,0,0,39,5000000,44,71,4,34,5,-5,207877,230977,2,0,1,353,0,-1,74,1069448,72
112903,74,184,23,3800,255,255,2012,39,254,2,8,72,4,255,Jaguares de Córdoba,165,27,-1,0,214201,4,4,-1,2,0,2,1,0,12000,2,324,2,101101,1,66,65,66,62,2,-75,49,64,64,1,1,33,214201,1,1057048,53,221481,1,0,0,21,4,214201,2,112903,0,549144,2,0,2,0,214372,1,0,2,0,214201,0,0,0,1,51,1400000,31,65,2,63,7,-5,229381,214201,7,0,3,353,0,-1,73,543000,65
112970,74,250,255,3000,41,0,2015,255,71,1,6,255,4,147,Itagüí Leones FC,255,46,-1,1,204528,4,1,-1,4,0,2,1,0,12000,2,660,5,112578,1,62,63,63,62,2,-75,50,61,60,1,1,67,242491,1,73736,31,242129,0,0,0,47,8,220841,4,112970,0,1056776,2,0,2,0,225809,1,0,2,0,204528,0,0,0,0,49,500000,67,62,5,47,7,-5,204528,204528,7,0,1,353,0,-1,31,526344,62
112977,134,1,1,40000,255,255,2005,255,1,2,26,1,1,255,Guizhou Hengfeng,1,74,-1,2,182763,4,4,-1,3,0,1,3,0,18000,1,659,5,111769,1,67,65,67,71,2,106,73,62,64,1,0,36,182763,1,148548,46,171018,1,0,0,56,4,171018,4,112977,0,282692,2,0,2,0,241250,2,1,2,0,182763,0,0,0,0,71,11333333,76,66,5,71,2,8,182763,182763,4,0,2,353,0,-1,66,542788,71
112978,134,1,255,90000,1,255,2010,255,1,4,39,255,2,225,Hebei China Fortune,255,67,-1,4,159065,4,3,-1,6,0,2,3,0,33572,1,391,6,111774,1,67,69,67,72,2,119,37,67,65,0,0,55,159065,0,132224,24,159065,0,0,0,65,4,159065,2,112978,0,132224,0,0,2,0,182409,0,0,7,0,159065,0,0,0,0,40,22500000,35,68,6,35,1,8,159065,159065,4,1,1,353,0,-1,35,139392,74
112983,134,56,224,99000,255,255,2006,1,52,2,38,150,3,255,Tianjin Quanjian,255,29,-1,0,181846,4,9,-1,2,0,1,6,0,22320,1,480,3,111774,1,62,65,61,72,2,117,71,62,64,1,0,38,175598,0,1052673,40,181846,0,0,0,21,4,181846,1,112983,0,528385,1,0,2,0,182422,2,0,2,0,181846,0,0,0,0,73,23859000,74,66,3,64,1,8,180175,181846,4,0,6,353,0,-1,40,526337,70
112990,124,204,1,2880,255,255,1979,1,255,1,28,1,1,255,Al Batin,1,44,-1,1,221311,4,1,-1,5,0,1,1,0,6000,1,600,6,112389,1,64,64,64,70,2,46,53,63,63,0,0,40,235600,1,73992,34,221311,1,0,0,37,2,235600,8,112990,0,1057032,2,0,2,0,235655,1,0,4,0,221311,0,0,0,0,52,1309120,40,64,6,37,8,3,188305,221311,9,0,1,353,0,-1,34,528648,72
112992,74,237,255,3500,45,1,1949,255,1,4,7,237,2,122,Atlético Bucaramanga,1,76,-1,2,229108,4,2,-1,7,0,2,3,0,28000,2,80,5,112579,1,68,67,68,68,2,-73,50,64,64,1,1,55,214350,1,90368,45,214350,1,0,0,55,5,229108,3,112992,0,286976,1,0,2,0,214609,1,0,3,0,229108,0,0,0,0,53,1200000,32,67,5,39,6,-5,229108,229108,7,0,1,353,0,-1,65,549120,68
112996,66,1,1,260000,110,196,2014,250,1,2,34,250,3,158,Los Angeles FC,250,26,-1,0,169416,4,7,-1,2,0,1,4,0,22000,1,606,3,697,1,75,70,75,71,2,-118,67,67,69,1,0,20,173370,0,1049600,37,169416,1,0,0,28,2,178284,5,112996,0,526336,2,0,2,0,169416,3,1,2,0,169416,0,0,0,1,67,5000000,77,71,3,57,5,-8,169416,169416,2,0,1,353,0,-1,37,526336,71
